task_id,partition,proxy_best_methods,rule_candidate_id,rule_method,rule_predicted_grade,rule_truth_grade,rule_numeric_score,agent_candidate_id,agent_method,agent_predicted_grade,agent_truth_grade,agent_confidence,agent_reason,combined_candidate_id,combined_method,combined_predicted_grade,combined_truth_grade,agent_overrode_rule,overview_schema_valid,override_block_reasons,task_review_wall_seconds
person_014__square-1536,development,"['crop', 'direct_warp', 'mesh_full', 'seam', 'seam_full', 'seam_scale']",person_014__square-1536--direct_warp--b8ded5ae9971,direct_warp,A,A,100.0,person_014__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,A,A,1.0,候选图像在所有关键维度均表现优异，无任何缺陷，可直接使用。,person_014__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,A,A,True,False,[],109.80944689999887
person_015__square-1536,development,"['crop', 'direct_warp', 'mesh_full', 'seam', 'seam_full', 'seam_scale']",person_015__square-1536--direct_warp--b8ded5ae9971,direct_warp,A,A,100.0,person_015__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,A,A,1.0,候选图像在所有关键维度均无缺陷，与源图一致，可直接使用。,person_015__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,A,A,True,False,[],105.61424540000007
poster_001__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam']",poster_001__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,73.30977049030326,poster_001__square-1536--mesh--06e13bedd94b,mesh,A,B,0.98,候选图像在所有关键维度均表现优异，无任何缺陷，可直接使用。,poster_001__square-1536--mesh--06e13bedd94b,mesh,B,B,True,True,[],124.73336460000064
poster_002__square-1536,development,"['direct_warp', 'mesh']",poster_002__square-1536--seam--fc79166ed2de,seam,B,C,79.42159524806405,poster_002__square-1536--mesh--06e13bedd94b,mesh,A,B,0.98,候选图像在所有关键维度均表现优异，无任何缺陷，可直接使用。,poster_002__square-1536--mesh--06e13bedd94b,mesh,B,B,True,True,[],132.5858533999999
poster_003__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",poster_003__square-1536--seam--fc79166ed2de,seam,B,B,88.74052432899866,poster_003__square-1536--direct_warp--b8ded5ae9971,direct_warp,C,B,0.98,传统变换证据纠正了视觉低估：由于 d_stretch=0.468，等级上限调整为 C。,poster_003__square-1536--seam--fc79166ed2de,seam,B,B,False,True,"['critical_text_recall_declined', 'person_count_preservation_declined', 'pair_did_not_prefer_agent']",140.99984730000142
poster_006__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",poster_006__square-1536--seam--fc79166ed2de,seam,B,B,85.67945480737293,poster_006__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,0.95,传统变换证据纠正了视觉低估：由于 d_stretch=0.346，等级上限调整为 B。,poster_006__square-1536--seam--fc79166ed2de,seam,B,B,False,True,"['product_count_preservation_declined', 'logo_count_preservation_declined', 'pair_did_not_prefer_agent']",157.0585644999992
poster_007__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",poster_007__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,74.52295179197719,poster_007__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,C,B,0.85,候选图在主体、人物、构图、Logo等方面完整保留，但主标题部分被裁切，影响可读性，需修复或再生成。,poster_007__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,B,B,True,False,[],170.3034469000013
poster_008__square-1536,development,"['direct_warp', 'mesh_full', 'seam_scale']",poster_008__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,77.90018933953402,poster_008__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,C,B,0.85,候选图因缝合路径穿越高重要保护区域，导致文字和构图严重变形，虽主体完整，但存在不可读主文字和不可发布构图，需修复或再生成。,poster_008__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,B,B,True,True,[],154.59266249999928
poster_009__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",poster_009__square-1536--direct_warp--b8ded5ae9971,direct_warp,A,B,90.32873126739278,poster_009__square-1536--seam--fc79166ed2de,seam,B,B,0.95,候选图在主体、文字、构图等方面均保持完整，仅“12月14日”日期文字边缘略模糊，不影响整体可用性，故评为B级。,poster_009__square-1536--direct_warp--b8ded5ae9971,direct_warp,A,B,False,True,['critical_text_recall_declined'],136.29657229999793
poster_012__square-1536,development,"['direct_warp', 'mesh_full', 'seam', 'seam_scale']",poster_012__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,88.6386878448981,poster_012__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,C,B,0.85,候选图在主体、构图、文字识别等方面基本完整，但因局部形变和 OCR 识别率低，存在语义缺失和不可读风险，需修复或再生成。,poster_012__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,False,True,"['critical_text_recall_declined', 'logo_count_preservation_declined', 'pair_did_not_prefer_agent']",147.4353351000027
poster_013__square-1536,development,"['direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",poster_013__square-1536--direct_warp--b8ded5ae9971,direct_warp,A,B,92.66375982441657,poster_013__square-1536--seam--fc79166ed2de,seam,A,B,0.98,候选图在所有关键维度均保持与源图一致，无语义缺失、局部形变或不可读文字，符合高清候选标准。,poster_013__square-1536--direct_warp--b8ded5ae9971,direct_warp,A,B,False,True,['critical_text_recall_declined'],129.4739417000019
poster_014__square-1536,development,"['direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",poster_014__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,B,B,87.96403244027668,poster_014__square-1536--seam--fc79166ed2de,seam,A,B,0.98,候选图在所有关键维度均表现良好，无语义缺失、局部形变或不可读文字，符合高清候选标准。,poster_014__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,B,B,False,True,"['person_count_preservation_declined', 'face_count_preservation_declined', 'pair_did_not_prefer_agent']",132.42450530000133
poster_015__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",poster_015__square-1536--direct_warp--b8ded5ae9971,direct_warp,A,B,90.77806527424723,poster_015__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,B,B,0.95,候选图在主体、构图、文字可读性方面均保持良好，仅OCR识别率略低，不影响直接使用。,poster_015__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,B,B,True,True,[],130.40605789999972
still_003__square-1536,development,"['direct_warp', 'seam', 'seam_scale']",still_003__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,B,A,72.80411324909416,still_003__square-1536--mesh--06e13bedd94b,mesh,C,B,0.85,候选图在主体、脸和身体、构图方面表现良好，但主文字不可读且无商品/Logo，导致整体评级为C。,still_003__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,B,A,False,True,"['critical_text_recall_declined', 'logo_count_preservation_declined', 'pair_did_not_prefer_agent']",133.2788889000003
still_004__square-1536,development,"['direct_warp', 'seam', 'seam_scale']",still_004__square-1536--mesh--06e13bedd94b,mesh,C,C,62.54532687181155,still_004__square-1536--direct_warp--b8ded5ae9971,direct_warp,D,B,0.98,传统变换证据纠正了视觉低估：由于 d_stretch=0.870，等级上限调整为 C。,still_004__square-1536--direct_warp--b8ded5ae9971,direct_warp,D,B,True,True,[],143.96940379999796
still_005__square-1536,development,"['direct_warp', 'seam']",still_005__square-1536--seam--fc79166ed2de,seam,C,B,64.55604135893503,still_005__square-1536--direct_warp--b8ded5ae9971,direct_warp,D,B,0.95,传统变换证据纠正了视觉低估：由于 d_stretch=0.870，等级上限调整为 C。,still_005__square-1536--direct_warp--b8ded5ae9971,direct_warp,C,B,True,True,[],143.97291870000117
still_007__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_full', 'seam_scale']",still_007__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,80.05584721396231,still_007__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,C,B,0.95,候选图在主体、构图、结构上完整，但主标题和部分商品/Logo存在轻微模糊或识别问题，影响可读性，但不影响整体发布使用。,still_007__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,B,B,True,True,[],136.500121699999
still_008__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",still_008__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,82.45375208045226,still_008__square-1536--mesh--06e13bedd94b,mesh,A,B,0.98,候选图像在所有关键维度均表现优异，无任何缺陷，可直接使用。,still_008__square-1536--mesh--06e13bedd94b,mesh,B,B,True,True,[],123.26158549999673
still_009__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",still_009__square-1536--crop--e7694c36a45d,crop,C,B,61.6844061220058,still_009__square-1536--seam--fc79166ed2de,seam,D,B,0.98,候选图像因关键主体缺失、文字不可读、构图不可用，无法发布。,still_009__square-1536--seam--fc79166ed2de,seam,C,B,True,True,[],144.79333039999983
still_010__square-1536,development,"['direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",still_010__square-1536--mesh--06e13bedd94b,mesh,B,B,77.11103742479423,still_010__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,C,B,0.85,候选图像在主体、构图和商品Logo方面完整保留，但因mesh_full模式导致面部局部形变，且OCR识别率略低，需修复或再生成。,still_010__square-1536--mesh--06e13bedd94b,mesh,B,B,False,True,['pair_did_not_prefer_agent'],125.79454160000023
still_011__square-1536,development,"['direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",still_011__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,86.7996747720032,still_011__square-1536--mesh--06e13bedd94b,mesh,A,B,0.98,候选图像在所有关键维度均表现优异，无任何缺陷，可直接使用。,still_011__square-1536--mesh--06e13bedd94b,mesh,B,B,True,True,[],137.3292438999997
still_012__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",still_012__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,B,B,80.05099694245227,still_012__square-1536--seam--fc79166ed2de,seam,A,B,0.98,候选图像在所有关键维度均表现优异，无任何缺陷，可直接使用。,still_012__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,B,B,False,True,"['face_count_preservation_declined', 'product_count_preservation_declined', 'logo_count_preservation_declined', 'pair_did_not_prefer_agent']",132.8728422000022
still_013__square-1536,development,"['direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",still_013__square-1536--seam--fc79166ed2de,seam,B,B,81.46435092899195,still_013__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,C,B,0.85,候选图在主体、脸体、构图上完整，但产品未识别、结构线相似度低、缝合路径穿越保护区域，需修复或再生成。,still_013__square-1536--seam--fc79166ed2de,seam,B,B,False,True,"['logo_count_preservation_declined', 'pair_did_not_prefer_agent']",153.3609163000001
still_015__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_full', 'seam_scale']",still_015__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,71.29489876917121,still_015__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,C,B,0.85,候选图在主体、动作、关系上完整，但存在面部漏检、文字模糊、Logo部分缺失、构图裁切等问题，需修复或再生成。,still_015__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,B,B,True,True,[],152.41057849999925
video_cover_001__square-1536,development,"['direct_warp', 'mesh_full', 'seam']",video_cover_001__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,A,80.09123920590991,video_cover_001__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,A,A,0.98,候选图像在所有关键维度均表现良好，无任何缺陷，可直接使用。,video_cover_001__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,B,A,True,True,[],146.29101349999837
video_cover_003__square-1536,development,"['direct_warp', 'seam']",video_cover_003__square-1536--seam_full--254e4853a6db,seam_full,B,C,75.4239914032593,video_cover_003__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,C,C,0.95,候选图在主体、结构、构图上完整保留，但主标题文字识别准确率低，存在语义缺失风险，需修复或再生成。,video_cover_003__square-1536--seam_full--254e4853a6db,seam_full,B,C,False,False,"['critical_text_recall_declined', 'pair_did_not_prefer_agent']",139.14919550000195
video_cover_004__square-1536,development,"['direct_warp', 'mesh_full', 'seam']",video_cover_004__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,79.58450730911798,video_cover_004__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,B,B,0.95,候选图在主体、文字、结构和构图上均保持完整，仅主标题局部因网格化处理略有模糊，不影响使用，归为B级。,video_cover_004__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,B,B,True,True,[],143.09647790000236
video_cover_005__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_full', 'seam_scale']",video_cover_005__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,83.02704054900074,video_cover_005__square-1536--crop--e7694c36a45d,crop,A,B,0.98,候选图像在所有适用维度均无缺陷，符合高清候选标准。,video_cover_005__square-1536--crop--e7694c36a45d,crop,B,B,True,True,[],110.09226539999872
video_cover_006__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_full', 'seam_scale']",video_cover_006__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,72.74554549023591,video_cover_006__square-1536--seam--fc79166ed2de,seam,B,B,0.95,候选图像可直接使用，但OCR识别准确率低，存在不可读主文字风险，需人工确认文字可读性。,video_cover_006__square-1536--seam--fc79166ed2de,seam,B,B,True,True,[],123.12676669999928
video_cover_007__square-1536,development,"['direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_full', 'seam_scale']",video_cover_007__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,83.35642334981158,video_cover_007__square-1536--seam--fc79166ed2de,seam,B,B,0.95,候选图在主体、文字、Logo、构图等方面均完整保留，仅因生成过程存在轻微非均匀缩放导致视觉轻微不均，但不影响发布使用。,video_cover_007__square-1536--seam--fc79166ed2de,seam,B,B,True,True,[],140.40467649999846
video_cover_009__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_full', 'seam_scale']",video_cover_009__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,A,B,90.63528203475389,video_cover_009__square-1536--direct_warp--b8ded5ae9971,direct_warp,C,B,0.98,传统变换证据纠正了视觉低估：由于 d_stretch=0.575，等级上限调整为 C。,video_cover_009__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,A,B,False,True,"['logo_count_preservation_declined', 'pair_did_not_prefer_agent']",123.23454230000061
video_cover_011__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_full', 'seam_scale']",video_cover_011__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,B,B,78.47483836496427,video_cover_011__square-1536--seam--fc79166ed2de,seam,B,B,0.95,候选图在主体、文字、结构、构图等方面均保持完整，仅OCR识别准确率偏低，属非致命问题，可直接使用。,video_cover_011__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,B,B,False,True,"['logo_count_preservation_declined', 'pair_did_not_prefer_agent']",132.188059600001
video_cover_013__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam']",video_cover_013__square-1536--mesh--06e13bedd94b,mesh,B,B,83.54094750218133,video_cover_013__square-1536--direct_warp--b8ded5ae9971,direct_warp,C,B,0.98,传统变换证据纠正了视觉低估：由于 d_stretch=0.574，等级上限调整为 C。,video_cover_013__square-1536--mesh--06e13bedd94b,mesh,B,B,False,True,"['critical_text_recall_declined', 'pair_did_not_prefer_agent']",143.8737155000017
video_cover_014__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_full', 'seam_scale']",video_cover_014__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,B,B,85.09797776755934,video_cover_014__square-1536--seam--fc79166ed2de,seam,C,B,0.95,候选图像可直接使用，但存在 Logo 识别不完整问题，影响品牌标识完整性。,video_cover_014__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,B,B,False,True,['pair_did_not_prefer_agent'],142.86247390000062
video_cover_015__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_full', 'seam_scale']",video_cover_015__square-1536--mesh--06e13bedd94b,mesh,B,B,78.61559435507198,video_cover_015__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,A,B,0.98,候选图像在所有关键维度均保持与源图一致，无新增缺陷，可直接使用。,video_cover_015__square-1536--mesh--06e13bedd94b,mesh,B,B,False,True,['pair_did_not_prefer_agent'],131.74766620000082
