task_id,partition,proxy_best_methods,rule_candidate_id,rule_method,rule_predicted_grade,rule_truth_grade,rule_numeric_score,agent_candidate_id,agent_method,agent_predicted_grade,agent_truth_grade,agent_confidence,agent_reason,combined_candidate_id,combined_method,combined_predicted_grade,combined_truth_grade,agent_overrode_rule,overview_schema_valid,override_block_reasons,task_review_wall_seconds
poster_003__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",poster_003__square-1536--seam--fc79166ed2de,seam,B,B,85.64598619830056,poster_003__square-1536--direct_warp--b8ded5ae9971,direct_warp,C,B,0.98,传统变换证据纠正了视觉低估：由于 d_stretch=0.468，等级上限调整为 C。,poster_003__square-1536--seam--fc79166ed2de,seam,A,B,False,True,"['critical_text_recall_declined', 'person_count_preservation_declined', 'pair_did_not_prefer_agent']",4.542063099997904
poster_006__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",poster_006__square-1536--seam--fc79166ed2de,seam,B,B,82.58265542376591,poster_006__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,0.95,传统变换证据纠正了视觉低估：由于 d_stretch=0.346，等级上限调整为 B。,poster_006__square-1536--seam--fc79166ed2de,seam,B,B,False,True,"['product_count_preservation_declined', 'logo_count_preservation_declined']",5.33090699999957
poster_007__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",poster_007__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,71.43937588619873,poster_007__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,B,B,0.95,候选图在主体、构图、Logo等方面完整保留，仅主标题部分笔画模糊，OCR识别率低，但不影响整体可读性，可直接使用。,poster_007__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,B,B,True,True,[],3.662975600000209
poster_008__square-1536,development,"['direct_warp', 'mesh_full', 'seam_scale']",poster_008__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,74.38156712269671,poster_008__square-1536--seam--fc79166ed2de,seam,B,C,0.95,候选图在主体、文字、构图等方面基本完整，仅OCR识别准确率偏低，属非致命问题，可直接使用。,poster_008__square-1536--seam--fc79166ed2de,seam,B,C,True,True,[],3.936805199999071
poster_009__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",poster_009__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,86.97102863333723,poster_009__square-1536--seam--fc79166ed2de,seam,B,B,0.95,候选图在主体、构图、文字、产品Logo等方面完整保留，仅主标题副标题部分笔画轻微模糊，OCR识别率偏低，属非致命问题，可直接使用。,poster_009__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,False,True,['critical_text_recall_declined'],4.04381210000065
poster_012__square-1536,development,"['direct_warp', 'mesh_full', 'seam', 'seam_scale']",poster_012__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,86.25039166317673,poster_012__square-1536--seam--fc79166ed2de,seam,B,B,0.95,候选图可直接使用，但OCR识别准确率偏低，存在轻微文字漏识，属非致命问题。,poster_012__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,False,True,"['critical_text_recall_declined', 'pair_did_not_prefer_agent']",5.83866709999711
poster_013__square-1536,development,"['direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",poster_013__square-1536--direct_warp--b8ded5ae9971,direct_warp,A,B,90.16889881248272,poster_013__square-1536--seam--fc79166ed2de,seam,A,B,0.98,候选图在所有关键维度均保持与源图一致，无新增缺陷，可直接使用。,poster_013__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,False,True,['critical_text_recall_declined'],4.541196800000762
poster_014__square-1536,development,"['direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",poster_014__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,B,B,85.22290898836344,poster_014__square-1536--seam--fc79166ed2de,seam,A,B,0.98,候选图像在所有关键维度均表现优异，无任何缺陷，可直接使用。,poster_014__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,A,B,False,True,"['person_count_preservation_declined', 'face_count_preservation_declined']",3.8599055000013323
poster_015__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",poster_015__square-1536--direct_warp--b8ded5ae9971,direct_warp,A,B,88.4857164346859,poster_015__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,B,B,0.95,候选图在主体、构图、文字可读性上均保持良好，仅OCR识别率略低，不影响发布使用。,poster_015__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,B,B,True,True,[],4.080836900000577
still_003__square-1536,development,"['direct_warp', 'seam', 'seam_scale']",still_003__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,B,A,70.6454292094398,still_003__square-1536--mesh--06e13bedd94b,mesh,C,B,0.85,候选图在主体、脸和身体、构图方面表现良好，但主文字不可读且缺少商品与Logo，不符合发布标准，需修复或再生成。,still_003__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,A,A,False,True,"['critical_text_recall_declined', 'logo_count_preservation_declined', 'pair_did_not_prefer_agent']",5.857816700001422
still_004__square-1536,development,"['direct_warp', 'seam', 'seam_scale']",still_004__square-1536--mesh--06e13bedd94b,mesh,C,C,63.61903590913831,still_004__square-1536--direct_warp--b8ded5ae9971,direct_warp,D,B,0.98,传统变换证据纠正了视觉低估：由于 d_stretch=0.870，等级上限调整为 C。,still_004__square-1536--mesh--06e13bedd94b,mesh,B,C,False,True,"['person_count_preservation_declined', 'face_count_preservation_declined', 'pair_did_not_prefer_agent']",46.25660060000155
still_005__square-1536,development,"['direct_warp', 'seam']",still_005__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,C,C,54.40819786779359,still_005__square-1536--seam--fc79166ed2de,seam,D,B,0.98,候选图因面部和身体局部形变、主文字不可读、结构线相似度低及构图失焦，导致不可发布。,still_005__square-1536--seam--fc79166ed2de,seam,D,B,True,True,[],87.76305299999876
still_007__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_full', 'seam_scale']",still_007__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,B,B,77.5973003240382,still_007__square-1536--direct_warp--b8ded5ae9971,direct_warp,C,B,0.95,传统变换证据纠正了视觉低估：由于 d_stretch=0.575，等级上限调整为 C。,still_007__square-1536--direct_warp--b8ded5ae9971,direct_warp,C,B,True,True,[],83.63949990000037
still_008__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",still_008__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,80.13434583591527,still_008__square-1536--mesh--06e13bedd94b,mesh,A,B,0.98,候选图像在所有关键维度均表现优异，无任何缺陷，可直接使用。,still_008__square-1536--mesh--06e13bedd94b,mesh,A,B,True,True,[],78.72736330000043
still_009__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",still_009__square-1536--crop--e7694c36a45d,crop,C,B,61.60772096801138,still_009__square-1536--direct_warp--b8ded5ae9971,direct_warp,D,B,0.98,传统变换证据纠正了视觉低估：由于 d_stretch=0.575，等级上限调整为 C。,still_009__square-1536--crop--e7694c36a45d,crop,C,B,False,True,['pair_did_not_prefer_agent'],104.27173820000098
still_010__square-1536,development,"['direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",still_010__square-1536--mesh--06e13bedd94b,mesh,B,B,77.60191467598176,still_010__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,C,B,0.85,候选图在主体、构图、商品Logo等方面完整，但因 mesh_full 模式导致面部局部形变，且OCR召回率偏低，需修复或再生成。,still_010__square-1536--mesh--06e13bedd94b,mesh,A,B,False,True,['pair_did_not_prefer_agent'],80.43080040000132
still_011__square-1536,development,"['direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",still_011__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,84.49755695397457,still_011__square-1536--seam--fc79166ed2de,seam,B,B,0.95,候选图在主体、文字、结构和构图上均完整保留，仅因缝合算法残留非均匀缩放导致轻微视觉不均，属非致命问题，可直接使用。,still_011__square-1536--seam--fc79166ed2de,seam,B,B,True,True,[],88.12343129999863
still_012__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",still_012__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,B,B,79.8397193824957,still_012__square-1536--seam--fc79166ed2de,seam,B,B,0.95,候选图在主体、文字、结构和构图上均完整保留，仅因缝合算法残留非均匀缩放导致轻微视觉不均，属非致命问题，可直接使用。,still_012__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,A,B,False,True,"['face_count_preservation_declined', 'product_count_preservation_declined', 'logo_count_preservation_declined', 'pair_did_not_prefer_agent']",84.71153570000024
still_013__square-1536,development,"['direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",still_013__square-1536--seam--fc79166ed2de,seam,B,B,79.13057371597814,still_013__square-1536--direct_warp--b8ded5ae9971,direct_warp,C,B,0.98,传统变换证据纠正了视觉低估：由于 d_stretch=0.575，等级上限调整为 C。,still_013__square-1536--seam--fc79166ed2de,seam,A,B,False,True,"['logo_count_preservation_declined', 'pair_did_not_prefer_agent']",74.45421859999988
still_015__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_full', 'seam_scale']",still_015__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,68.33494378325062,still_015__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,C,B,0.95,候选图存在面部模糊、伪影、文字不可读、结构形变与构图失真，虽主体完整，但不符合商业发布标准，需修复或再生成。,still_015__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,C,B,True,True,[],77.67968119999932
video_cover_001__square-1536,development,"['direct_warp', 'mesh_full', 'seam']",video_cover_001__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,A,74.8311083228409,video_cover_001__square-1536--seam--fc79166ed2de,seam,C,A,0.95,候选图在主体、构图、文字可读性方面基本完整，但存在Logo缺失和副标题部分不可读问题，符合B级标准。,video_cover_001__square-1536--seam--fc79166ed2de,seam,C,A,True,True,[],88.03737130000081
video_cover_003__square-1536,development,"['direct_warp', 'seam']",video_cover_003__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,B,C,77.69484409441645,video_cover_003__square-1536--seam_full--254e4853a6db,seam_full,B,C,0.95,候选图在主体、构图、标志等方面完整保留，仅OCR识别准确率偏低，属非致命问题，可直接使用。,video_cover_003__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,A,C,False,True,"['logo_count_preservation_declined', 'pair_did_not_prefer_agent']",83.51994859999832
video_cover_004__square-1536,development,"['direct_warp', 'mesh_full', 'seam']",video_cover_004__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,75.39420728206288,video_cover_004__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,B,B,0.95,候选图在主体、文字、结构、构图上均完整保留，仅主标题局部因网格化处理出现轻微模糊，不影响整体可用性，归为B级。,video_cover_004__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,B,B,True,True,[],109.45860470000116
video_cover_005__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_full', 'seam_scale']",video_cover_005__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,78.54144224785699,video_cover_005__square-1536--crop--e7694c36a45d,crop,A,B,0.98,候选图像在所有适用维度均无缺陷，符合高清候选标准。,video_cover_005__square-1536--crop--e7694c36a45d,crop,A,B,True,True,[],68.97517700000026
video_cover_006__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_full', 'seam_scale']",video_cover_006__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,68.11224761162217,video_cover_006__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,C,B,0.95,候选图可直接使用，但因品牌标识模糊影响品牌传达，需修复或再生成,video_cover_006__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,C,B,True,True,[],78.99041720000241
video_cover_007__square-1536,development,"['direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_full', 'seam_scale']",video_cover_007__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,78.926331669181,video_cover_007__square-1536--seam--fc79166ed2de,seam,B,B,0.95,候选图像在主体、文字、Logo、构图等方面均完整保留，仅因生成过程存在缝合残留非均匀缩放，导致轻微视觉瑕疵，但不影响使用。,video_cover_007__square-1536--seam--fc79166ed2de,seam,B,B,True,True,[],77.59632589999819
video_cover_009__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_full', 'seam_scale']",video_cover_009__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,B,B,85.91638185707318,video_cover_009__square-1536--direct_warp--b8ded5ae9971,direct_warp,C,B,0.98,传统变换证据纠正了视觉低估：由于 d_stretch=0.575，等级上限调整为 C。,video_cover_009__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,A,B,False,True,"['logo_count_preservation_declined', 'pair_did_not_prefer_agent']",77.93264049999925
video_cover_011__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_full', 'seam_scale']",video_cover_011__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,B,B,75.20062842112591,video_cover_011__square-1536--seam--fc79166ed2de,seam,B,B,0.95,候选图在主体、文字、结构、构图等方面均保持完整，仅OCR识别准确率略低，属非致命问题，可直接使用。,video_cover_011__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,A,B,False,True,"['logo_count_preservation_declined', 'pair_did_not_prefer_agent']",83.33198439999978
video_cover_013__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam']",video_cover_013__square-1536--mesh--06e13bedd94b,mesh,B,B,80.27568777894373,video_cover_013__square-1536--direct_warp--b8ded5ae9971,direct_warp,C,B,0.98,传统变换证据纠正了视觉低估：由于 d_stretch=0.574，等级上限调整为 C。,video_cover_013__square-1536--mesh--06e13bedd94b,mesh,A,B,False,True,"['critical_text_recall_declined', 'pair_did_not_prefer_agent']",70.27048020000075
video_cover_014__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_full', 'seam_scale']",video_cover_014__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,B,B,80.16899866923968,video_cover_014__square-1536--seam--fc79166ed2de,seam,A,B,0.98,候选图像在所有关键维度均表现良好，无语义缺失、局部形变、不可读文字或伪影，符合直接使用标准。,video_cover_014__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,A,B,False,True,['pair_did_not_prefer_agent'],107.77291200000036
video_cover_015__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_full', 'seam_scale']",video_cover_015__square-1536--mesh--06e13bedd94b,mesh,B,B,76.82398615884799,video_cover_015__square-1536--crop--e7694c36a45d,crop,A,B,0.98,候选图像在所有关键维度均符合标准，无语义缺失或视觉缺陷，可直接使用。,video_cover_015__square-1536--mesh--06e13bedd94b,mesh,A,B,False,True,"['logo_count_preservation_declined', 'pair_did_not_prefer_agent']",82.13865529999748
