task_id,partition,proxy_best_methods,rule_candidate_id,rule_method,rule_predicted_grade,rule_truth_grade,rule_numeric_score,agent_candidate_id,agent_method,agent_predicted_grade,agent_truth_grade,agent_confidence,agent_reason,combined_candidate_id,combined_method,combined_predicted_grade,combined_truth_grade,agent_overrode_rule,overview_schema_valid,override_block_reasons,task_review_wall_seconds
poster_001__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam']",poster_001__square-1536--mesh--06e13bedd94b,mesh,B,B,71.9415266835529,poster_001__square-1536--crop--e7694c36a45d,crop,C,B,0.95,候选图在主体、构图、结构上完整，但主文字部分不可读，影响信息传达，故降级为B。,poster_001__square-1536--mesh--06e13bedd94b,mesh,B,B,False,True,"['critical_text_recall_declined', 'logo_count_preservation_declined', 'pair_did_not_prefer_agent', 'agent_advisory_only']",195.67982219999976
poster_002__square-1536,development,"['direct_warp', 'mesh']",poster_002__square-1536--mesh--06e13bedd94b,mesh,B,B,78.16960664220281,poster_002__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,A,C,0.98,候选图在所有关键维度均保持完整、清晰、可直接使用，无任何语义缺失或视觉缺陷。,poster_002__square-1536--mesh--06e13bedd94b,mesh,B,B,False,True,"['critical_text_recall_declined', 'agent_advisory_only']",161.193763700001
poster_003__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",poster_003__square-1536--seam--fc79166ed2de,seam,B,B,83.74052432899866,poster_003__square-1536--direct_warp--b8ded5ae9971,direct_warp,C,B,0.98,传统变换证据纠正了视觉低估：由于 d_stretch=0.468，等级上限调整为 C。,poster_003__square-1536--seam--fc79166ed2de,seam,B,B,False,True,"['critical_text_recall_declined', 'person_count_preservation_declined', 'pair_did_not_prefer_agent', 'agent_advisory_only']",187.5877541000009
poster_006__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",poster_006__square-1536--seam--fc79166ed2de,seam,B,B,80.67945480737293,poster_006__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,0.95,传统变换证据纠正了视觉低估：由于 d_stretch=0.346，等级上限调整为 B。,poster_006__square-1536--seam--fc79166ed2de,seam,B,B,False,True,"['product_count_preservation_declined', 'logo_count_preservation_declined', 'pair_did_not_prefer_agent', 'agent_advisory_only']",183.0788909999992
poster_007__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",poster_007__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,68.52295179197719,poster_007__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,C,B,0.85,候选图在主体、人物、构图、Logo等方面完整保留，但主标题部分被裁切，影响可读性，故降级为 C。,poster_007__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,False,True,['agent_advisory_only'],200.29461989999982
poster_008__square-1536,development,"['direct_warp', 'mesh_full', 'seam_scale']",poster_008__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,71.90018933953402,poster_008__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,C,B,0.85,候选图在主体、构图、文字可读性方面完整，但OCR识别准确率低，存在语义缺失风险，需修复或再生成。,poster_008__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,False,True,['agent_advisory_only'],164.66227840000101
poster_009__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",poster_009__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,84.32873126739278,poster_009__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,A,B,0.98,候选图像在所有关键维度均表现优异，无任何缺陷，可直接使用。,poster_009__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,False,True,"['critical_text_recall_declined', 'agent_advisory_only']",183.77677399999993
poster_012__square-1536,development,"['direct_warp', 'mesh_full', 'seam', 'seam_scale']",poster_012__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,82.6386878448981,poster_012__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,C,B,0.85,候选图因局部形变导致面部和文字不可读，虽主体完整，但存在语义缺失和伪影，需修复或再生成。,poster_012__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,False,True,"['critical_text_recall_declined', 'logo_count_preservation_declined', 'pair_did_not_prefer_agent', 'agent_advisory_only']",190.27347890000055
poster_013__square-1536,development,"['direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",poster_013__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,86.66375982441657,poster_013__square-1536--seam--fc79166ed2de,seam,A,B,0.98,候选图在所有关键维度均保持与源图一致，无语义缺失、局部形变或不可读文字，符合高清候选标准。,poster_013__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,False,True,"['critical_text_recall_declined', 'agent_advisory_only']",182.51341160000084
poster_014__square-1536,development,"['direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",poster_014__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,B,B,84.96403244027668,poster_014__square-1536--seam--fc79166ed2de,seam,A,B,0.98,候选图在所有关键维度均表现良好，无语义缺失、局部形变或不可读文字，符合高清候选标准。,poster_014__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,B,B,False,True,"['person_count_preservation_declined', 'face_count_preservation_declined', 'pair_did_not_prefer_agent', 'agent_advisory_only']",213.78175310000006
poster_015__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",poster_015__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,84.77806527424723,poster_015__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,B,B,0.95,候选图在主体、构图、文字可读性方面均保持良好，仅OCR识别率略低，不影响发布使用。,poster_015__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,False,True,['agent_advisory_only'],154.10795229999894
still_003__square-1536,development,"['direct_warp', 'seam', 'seam_scale']",still_003__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,B,A,69.80411324909416,still_003__square-1536--mesh--06e13bedd94b,mesh,C,B,0.85,候选图在主体、面部、构图上表现良好，但主文字和Logo因模糊或缺失导致不可用，需修复或再生成。,still_003__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,B,A,False,True,"['critical_text_recall_declined', 'logo_count_preservation_declined', 'pair_did_not_prefer_agent', 'agent_advisory_only']",179.13646939999853
still_004__square-1536,development,"['direct_warp', 'seam', 'seam_scale']",still_004__square-1536--mesh--06e13bedd94b,mesh,C,C,62.54532687181155,still_004__square-1536--seam--fc79166ed2de,seam,D,B,0.98,候选图像因主体严重缺失（主要人物几乎消失，面部严重损失）导致不可用，尽管文字和构图部分尚可，但整体语义完整性丧失，无法发布。,still_004__square-1536--mesh--06e13bedd94b,mesh,C,C,False,True,"['pair_did_not_prefer_agent', 'agent_advisory_only']",198.2766088999997
still_005__square-1536,development,"['direct_warp', 'seam']",still_005__square-1536--seam--fc79166ed2de,seam,C,B,59.55604135893503,still_005__square-1536--direct_warp--b8ded5ae9971,direct_warp,C,B,0.95,传统变换证据纠正了视觉低估：由于 d_stretch=0.870，等级上限调整为 C。,still_005__square-1536--seam--fc79166ed2de,seam,C,B,False,True,['agent_advisory_only'],164.5355903999989
still_007__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_full', 'seam_scale']",still_007__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,B,B,77.99052114841089,still_007__square-1536--direct_warp--b8ded5ae9971,direct_warp,C,B,0.95,传统变换证据纠正了视觉低估：由于 d_stretch=0.575，等级上限调整为 C。,still_007__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,B,B,False,True,['agent_advisory_only'],168.32847969999966
still_008__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",still_008__square-1536--mesh--06e13bedd94b,mesh,B,B,80.32296724429116,still_008__square-1536--direct_warp--b8ded5ae9971,direct_warp,C,B,0.98,传统变换证据纠正了视觉低估：由于 d_stretch=0.575，等级上限调整为 C。,still_008__square-1536--mesh--06e13bedd94b,mesh,B,B,False,True,"['person_count_preservation_declined', 'logo_count_preservation_declined', 'pair_did_not_prefer_agent', 'agent_advisory_only']",158.92794940000022
still_009__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",still_009__square-1536--crop--e7694c36a45d,crop,B,B,61.6844061220058,still_009__square-1536--seam--fc79166ed2de,seam,D,B,0.98,候选图像因关键主体缺失、文字不可读、构图不可用，无法发布。,still_009__square-1536--crop--e7694c36a45d,crop,B,B,False,True,['agent_advisory_only'],186.2141827000014
still_010__square-1536,development,"['direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",still_010__square-1536--mesh--06e13bedd94b,mesh,B,B,77.11103742479423,still_010__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,C,B,0.85,候选图像在主体、构图、商品Logo等方面完整保留，但因局部形变和OCR识别率略低，需修复或再生成。,still_010__square-1536--mesh--06e13bedd94b,mesh,B,B,False,True,"['pair_did_not_prefer_agent', 'agent_advisory_only']",159.45347009999932
still_011__square-1536,development,"['direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",still_011__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,80.7996747720032,still_011__square-1536--seam--fc79166ed2de,seam,B,B,0.95,候选图在主体、文字、结构和构图上均完整保留，仅因生成过程存在轻微非均匀缩放导致边缘轻微锯齿，属非致命问题，不影响发布使用。,still_011__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,False,True,['agent_advisory_only'],195.87088029999904
still_012__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",still_012__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,B,B,79.05099694245227,still_012__square-1536--seam--fc79166ed2de,seam,A,B,0.98,候选图像在所有关键维度均表现优异，无任何缺陷，可直接使用。,still_012__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,B,B,False,True,"['face_count_preservation_declined', 'product_count_preservation_declined', 'logo_count_preservation_declined', 'pair_did_not_prefer_agent', 'agent_advisory_only']",171.8821153000008
still_013__square-1536,development,"['direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_scale']",still_013__square-1536--seam--fc79166ed2de,seam,B,B,76.46435092899195,still_013__square-1536--direct_warp--b8ded5ae9971,direct_warp,C,B,0.98,传统变换证据纠正了视觉低估：由于 d_stretch=0.575，等级上限调整为 C。,still_013__square-1536--seam--fc79166ed2de,seam,B,B,False,True,"['logo_count_preservation_declined', 'pair_did_not_prefer_agent', 'agent_advisory_only']",201.43121400000018
still_015__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_full', 'seam_scale']",still_015__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,65.29489876917121,still_015__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,C,B,0.85,候选图存在面部模糊、伪影、文字不可读、结构形变与构图失真，虽主体完整，但不符合商业发布标准，需修复或再生成。,still_015__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,False,True,['agent_advisory_only'],194.9677845999995
video_cover_001__square-1536,development,"['direct_warp', 'mesh_full', 'seam']",video_cover_001__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,B,A,72.47960667292304,video_cover_001__square-1536--direct_warp--b8ded5ae9971,direct_warp,C,A,0.98,传统变换证据纠正了视觉低估：由于 d_stretch=0.576，等级上限调整为 C。,video_cover_001__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,B,A,False,True,"['logo_count_preservation_declined', 'pair_did_not_prefer_agent', 'agent_advisory_only']",187.86192239999946
video_cover_003__square-1536,development,"['direct_warp', 'seam']",video_cover_003__square-1536--seam_full--254e4853a6db,seam_full,B,C,81.4239914032593,video_cover_003__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,C,C,0.95,候选图在主体、人物、构图上完整保留，但主标题文字识别率低，存在语义缺失风险，需修复或再生成。,video_cover_003__square-1536--seam_full--254e4853a6db,seam_full,B,C,False,True,"['critical_text_recall_declined', 'pair_did_not_prefer_agent', 'agent_advisory_only']",181.5633700999988
video_cover_004__square-1536,development,"['direct_warp', 'mesh_full', 'seam']",video_cover_004__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,B,B,74.40761675564508,video_cover_004__square-1536--direct_warp--b8ded5ae9971,direct_warp,C,B,0.98,传统变换证据纠正了视觉低估：由于 d_stretch=0.575，等级上限调整为 C。,video_cover_004__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,B,B,False,True,"['logo_count_preservation_declined', 'pair_did_not_prefer_agent', 'agent_advisory_only']",212.63694179999948
video_cover_005__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_full', 'seam_scale']",video_cover_005__square-1536--crop--e7694c36a45d,crop,B,B,77.31971947052449,video_cover_005__square-1536--seam_full--254e4853a6db,seam_full,A,B,0.98,候选图像在所有关键维度均符合标准，无语义缺失、形变或不可发布构图，可直接使用。,video_cover_005__square-1536--crop--e7694c36a45d,crop,B,B,False,True,"['pair_did_not_prefer_agent', 'agent_advisory_only']",189.79175049999867
video_cover_006__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_full', 'seam_scale']",video_cover_006__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,64.74554549023591,video_cover_006__square-1536--seam--fc79166ed2de,seam,B,B,0.95,候选图像可直接使用，但OCR识别准确率低，存在不可读主文字风险，需人工确认文字可读性。,video_cover_006__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,False,True,['agent_advisory_only'],183.01276980000148
video_cover_007__square-1536,development,"['direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_full', 'seam_scale']",video_cover_007__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,75.35642334981158,video_cover_007__square-1536--mesh--06e13bedd94b,mesh,B,B,0.95,候选图在主体、文字、标志、构图等方面均完整保留，仅因生成算法导致轻微结构相似度下降（0.486），但不影响可用性。,video_cover_007__square-1536--direct_warp--b8ded5ae9971,direct_warp,B,B,False,True,['agent_advisory_only'],197.8785528999997
video_cover_009__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_full', 'seam_scale']",video_cover_009__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,B,B,85.63528203475389,video_cover_009__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,A,B,0.98,候选图在所有关键维度均无缺陷，完整保留源图语义与视觉结构，可直接使用。,video_cover_009__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,B,B,False,True,"['critical_text_recall_declined', 'pair_did_not_prefer_agent', 'agent_advisory_only']",190.9160212000006
video_cover_011__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_full', 'seam_scale']",video_cover_011__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,B,B,75.47483836496427,video_cover_011__square-1536--seam--fc79166ed2de,seam,B,B,0.95,候选图在主体、构图、文字、Logo等方面均保持完整，仅OCR识别率略低，属非致命问题，可直接使用。,video_cover_011__square-1536--mesh_full--b3fcd2f2bfc7,mesh_full,B,B,False,True,"['logo_count_preservation_declined', 'pair_did_not_prefer_agent', 'agent_advisory_only']",182.42459450000024
video_cover_013__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam']",video_cover_013__square-1536--mesh--06e13bedd94b,mesh,B,B,81.54094750218133,video_cover_013__square-1536--direct_warp--b8ded5ae9971,direct_warp,C,B,0.98,传统变换证据纠正了视觉低估：由于 d_stretch=0.574，等级上限调整为 C。,video_cover_013__square-1536--mesh--06e13bedd94b,mesh,B,B,False,True,"['critical_text_recall_declined', 'pair_did_not_prefer_agent', 'agent_advisory_only']",143.28618280000046
video_cover_014__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_full', 'seam_scale']",video_cover_014__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,B,B,80.09797776755934,video_cover_014__square-1536--seam--fc79166ed2de,seam,A,B,0.98,候选图像在所有关键维度均表现良好，无语义缺失、局部形变或不可读文字，符合高清候选标准。,video_cover_014__square-1536--seam_scale--d7f0ce43ebe8,seam_scale,B,B,False,True,"['pair_did_not_prefer_agent', 'agent_advisory_only']",159.38839660000122
video_cover_015__square-1536,development,"['crop', 'direct_warp', 'mesh', 'mesh_full', 'seam', 'seam_full', 'seam_scale']",video_cover_015__square-1536--mesh--06e13bedd94b,mesh,B,B,76.61559435507198,video_cover_015__square-1536--crop--e7694c36a45d,crop,A,B,0.98,候选图像在所有关键维度均符合标准，无语义缺失、形变或不可读文字，可直接使用。,video_cover_015__square-1536--mesh--06e13bedd94b,mesh,B,B,False,True,"['logo_count_preservation_declined', 'pair_did_not_prefer_agent', 'agent_advisory_only']",138.16319550000117
